Piloto_ID,Piloto,Año,Carrera,Posición_Salida,Posición_Final,Puntos,Constructor
807,Hülkenberg,2017,Italian Grand Prix,14,13,0.0,Renault
836,Wehrlein,2017,Italian Grand Prix,12,16,0.0,Sauber
836,Wehrlein,2017,Singapore Grand Prix,19,12,0.0,Sauber
807,Hülkenberg,2017,Singapore Grand Prix,7,14,0.0,Renault
20,Vettel,2017,Singapore Grand Prix,1,18,0.0,Ferrari
20,Vettel,2017,Malaysian Grand Prix,20,4,12.0,Ferrari
807,Hülkenberg,2017,Malaysian Grand Prix,8,16,0.0,Renault
836,Wehrlein,2017,Malaysian Grand Prix,18,17,0.0,Sauber
836,Wehrlein,2017,Japanese Grand Prix,17,15,0.0,Sauber
807,Hülkenberg,2017,Japanese Grand Prix,11,17,0.0,Renault
20,Vettel,2017,Japanese Grand Prix,2,19,0.0,Ferrari
20,Vettel,2017,United States Grand Prix,2,2,18.0,Ferrari
836,Wehrlein,2017,United States Grand Prix,14,19,0.0,Sauber
807,Hülkenberg,2017,United States Grand Prix,18,20,0.0,Renault
20,Vettel,2017,Mexican Grand Prix,1,4,12.0,Ferrari
836,Wehrlein,2017,Mexican Grand Prix,13,14,0.0,Sauber
807,Hülkenberg,2017,Mexican Grand Prix,7,19,0.0,Renault
20,Vettel,2017,Brazilian Grand Prix,2,1,25.0,Ferrari
807,Hülkenberg,2017,Brazilian Grand Prix,7,10,1.0,Renault
836,Wehrlein,2017,Brazilian Grand Prix,15,14,0.0,Sauber
20,Vettel,2017,Abu Dhabi Grand Prix,3,3,15.0,Ferrari
807,Hülkenberg,2017,Abu Dhabi Grand Prix,7,6,8.0,Renault
836,Wehrlein,2017,Abu Dhabi Grand Prix,18,14,0.0,Sauber
20,Vettel,2018,Australian Grand Prix,3,1,25.0,Ferrari
807,Hülkenberg,2018,Australian Grand Prix,7,7,6.0,Renault
20,Vettel,2018,Bahrain Grand Prix,1,1,25.0,Ferrari
807,Hülkenberg,2018,Bahrain Grand Prix,7,6,8.0,Renault
807,Hülkenberg,2018,Chinese Grand Prix,7,6,8.0,Renault
20,Vettel,2018,Chinese Grand Prix,1,8,4.0,Ferrari
20,Vettel,2018,Azerbaijan Grand Prix,1,4,12.0,Ferrari
807,Hülkenberg,2018,Azerbaijan Grand Prix,14,18,0.0,Renault
20,Vettel,2018,Spanish Grand Prix,3,4,12.0,Ferrari
807,Hülkenberg,2018,Spanish Grand Prix,16,20,0.0,Renault
20,Vettel,2018,Monaco Grand Prix,2,2,18.0,Ferrari
807,Hülkenberg,2018,Monaco Grand Prix,11,8,4.0,Renault
20,Vettel,2018,Canadian Grand Prix,1,1,25.0,Ferrari
807,Hülkenberg,2018,Canadian Grand Prix,7,7,6.0,Renault
20,Vettel,2018,French Grand Prix,3,5,10.0,Ferrari
807,Hülkenberg,2018,French Grand Prix,12,9,2.0,Renault
20,Vettel,2018,Austrian Grand Prix,6,3,15.0,Ferrari
807,Hülkenberg,2018,Austrian Grand Prix,10,20,0.0,Renault
20,Vettel,2018,British Grand Prix,2,1,25.0,Ferrari
807,Hülkenberg,2018,British Grand Prix,11,6,8.0,Renault
807,Hülkenberg,2018,German Grand Prix,7,5,10.0,Renault
20,Vettel,2018,German Grand Prix,1,18,0.0,Ferrari
20,Vettel,2018,Hungarian Grand Prix,4,2,18.0,Ferrari
807,Hülkenberg,2018,Hungarian Grand Prix,13,12,0.0,Renault
20,Vettel,2018,Belgian Grand Prix,2,1,25.0,Ferrari
807,Hülkenberg,2018,Belgian Grand Prix,20,20,0.0,Renault
20,Vettel,2018,Italian Grand Prix,2,4,12.0,Ferrari
807,Hülkenberg,2018,Italian Grand Prix,20,13,0.0,Renault
20,Vettel,2018,Singapore Grand Prix,3,3,15.0,Ferrari
807,Hülkenberg,2018,Singapore Grand Prix,10,10,1.0,Renault
20,Vettel,2018,Russian Grand Prix,3,3,15.0,Ferrari
807,Hülkenberg,2018,Russian Grand Prix,12,12,0.0,Renault
20,Vettel,2018,Japanese Grand Prix,8,6,8.0,Ferrari
807,Hülkenberg,2018,Japanese Grand Prix,16,19,0.0,Renault
20,Vettel,2018,United States Grand Prix,5,4,12.0,Ferrari
807,Hülkenberg,2018,United States Grand Prix,7,6,8.0,Renault
20,Vettel,2018,Mexican Grand Prix,4,2,18.0,Ferrari
807,Hülkenberg,2018,Mexican Grand Prix,7,6,8.0,Renault
20,Vettel,2018,Brazilian Grand Prix,2,6,8.0,Ferrari
807,Hülkenberg,2018,Brazilian Grand Prix,13,19,0.0,Renault
20,Vettel,2018,Abu Dhabi Grand Prix,3,2,18.0,Ferrari
807,Hülkenberg,2018,Abu Dhabi Grand Prix,10,20,0.0,Renault
20,Vettel,2019,Australian Grand Prix,3,4,12.0,Ferrari
807,Hülkenberg,2019,Australian Grand Prix,11,7,6.0,Renault
20,Vettel,2019,Bahrain Grand Prix,2,5,10.0,Ferrari
807,Hülkenberg,2019,Bahrain Grand Prix,17,17,0.0,Renault
20,Vettel,2019,Chinese Grand Prix,3,3,15.0,Ferrari
807,Hülkenberg,2019,Chinese Grand Prix,8,20,0.0,Renault
20,Vettel,2019,Azerbaijan Grand Prix,3,3,15.0,Ferrari
807,Hülkenberg,2019,Azerbaijan Grand Prix,15,14,0.0,Renault
20,Vettel,2019,Spanish Grand Prix,3,4,12.0,Ferrari
807,Hülkenberg,2019,Spanish Grand Prix,0,13,0.0,Renault
20,Vettel,2019,Monaco Grand Prix,4,2,18.0,Ferrari
807,Hülkenberg,2019,Monaco Grand Prix,11,13,0.0,Renault
20,Vettel,2019,Canadian Grand Prix,1,2,18.0,Ferrari
807,Hülkenberg,2019,Canadian Grand Prix,7,7,6.0,Renault
20,Vettel,2019,French Grand Prix,7,5,11.0,Ferrari
807,Hülkenberg,2019,French Grand Prix,13,8,4.0,Renault
20,Vettel,2019,Austrian Grand Prix,9,4,12.0,Ferrari
807,Hülkenberg,2019,Austrian Grand Prix,15,13,0.0,Renault
807,Hülkenberg,2019,British Grand Prix,10,10,1.0,Renault
20,Vettel,2019,British Grand Prix,6,16,0.0,Ferrari
20,Vettel,2019,German Grand Prix,20,2,18.0,Ferrari
807,Hülkenberg,2019,German Grand Prix,9,16,0.0,Renault
20,Vettel,2019,Hungarian Grand Prix,5,3,15.0,Ferrari
807,Hülkenberg,2019,Hungarian Grand Prix,11,12,0.0,Renault
20,Vettel,2019,Belgian Grand Prix,2,4,13.0,Ferrari
807,Hülkenberg,2019,Belgian Grand Prix,12,8,4.0,Renault
807,Hülkenberg,2019,Italian Grand Prix,6,5,10.0,Renault
20,Vettel,2019,Italian Grand Prix,4,13,0.0,Ferrari
20,Vettel,2019,Singapore Grand Prix,3,1,25.0,Ferrari
807,Hülkenberg,2019,Singapore Grand Prix,8,9,2.0,Renault
807,Hülkenberg,2019,Russian Grand Prix,6,10,1.0,Renault
20,Vettel,2019,Russian Grand Prix,3,18,0.0,Ferrari
20,Vettel,2019,Japanese Grand Prix,1,2,18.0,Ferrari
807,Hülkenberg,2019,Japanese Grand Prix,15,20,0.0,Renault
20,Vettel,2019,Mexican Grand Prix,2,2,18.0,Ferrari
807,Hülkenberg,2019,Mexican Grand Prix,12,10,1.0,Renault
807,Hülkenberg,2019,United States Grand Prix,11,9,2.0,Renault
20,Vettel,2019,United States Grand Prix,2,20,0.0,Ferrari
807,Hülkenberg,2019,Brazilian Grand Prix,13,15,0.0,Renault
20,Vettel,2019,Brazilian Grand Prix,2,17,0.0,Ferrari
20,Vettel,2019,Abu Dhabi Grand Prix,4,5,10.0,Ferrari
807,Hülkenberg,2019,Abu Dhabi Grand Prix,9,12,0.0,Renault
20,Vettel,2020,Austrian Grand Prix,11,10,1.0,Ferrari
20,Vettel,2020,Styrian Grand Prix,10,20,0.0,Ferrari
20,Vettel,2020,Hungarian Grand Prix,5,6,8.0,Ferrari
20,Vettel,2020,British Grand Prix,10,10,1.0,Ferrari
807,Hülkenberg,2020,British Grand Prix,13,20,0.0,Racing Point
807,Hülkenberg,2020,70th Anniversary Grand Prix,3,7,6.0,Racing Point
20,Vettel,2020,70th Anniversary Grand Prix,11,12,0.0,Ferrari
20,Vettel,2020,Spanish Grand Prix,11,7,6.0,Ferrari
20,Vettel,2020,Belgian Grand Prix,14,13,0.0,Ferrari
20,Vettel,2020,Italian Grand Prix,17,20,0.0,Ferrari
20,Vettel,2020,Tuscan Grand Prix,14,10,1.0,Ferrari
20,Vettel,2020,Russian Grand Prix,14,13,0.0,Ferrari
807,Hülkenberg,2020,Eifel Grand Prix,20,8,4.0,Racing Point
20,Vettel,2020,Eifel Grand Prix,11,11,0.0,Ferrari
20,Vettel,2020,Portuguese Grand Prix,15,10,1.0,Ferrari
20,Vettel,2020,Emilia Romagna Grand Prix,14,12,0.0,Ferrari
20,Vettel,2020,Turkish Grand Prix,11,3,15.0,Ferrari
20,Vettel,2020,Bahrain Grand Prix,11,13,0.0,Ferrari
20,Vettel,2020,Sakhir Grand Prix,13,12,0.0,Ferrari
20,Vettel,2020,Abu Dhabi Grand Prix,13,14,0.0,Ferrari
20,Vettel,2021,Bahrain Grand Prix,20,15,0.0,Aston Martin
854,Schumacher,2021,Bahrain Grand Prix,18,16,0.0,Haas F1 Team
20,Vettel,2021,Emilia Romagna Grand Prix,0,15,0.0,Aston Martin
854,Schumacher,2021,Emilia Romagna Grand Prix,18,16,0.0,Haas F1 Team
20,Vettel,2021,Portuguese Grand Prix,10,13,0.0,Aston Martin
854,Schumacher,2021,Portuguese Grand Prix,19,17,0.0,Haas F1 Team
20,Vettel,2021,Spanish Grand Prix,13,13,0.0,Aston Martin
854,Schumacher,2021,Spanish Grand Prix,18,18,0.0,Haas F1 Team
20,Vettel,2021,Monaco Grand Prix,8,5,10.0,Aston Martin
854,Schumacher,2021,Monaco Grand Prix,20,18,0.0,Haas F1 Team
20,Vettel,2021,Azerbaijan Grand Prix,11,2,18.0,Aston Martin
854,Schumacher,2021,Azerbaijan Grand Prix,17,13,0.0,Haas F1 Team
20,Vettel,2021,French Grand Prix,12,9,2.0,Aston Martin
854,Schumacher,2021,French Grand Prix,15,19,0.0,Haas F1 Team
20,Vettel,2021,Styrian Grand Prix,14,12,0.0,Aston Martin
854,Schumacher,2021,Styrian Grand Prix,19,16,0.0,Haas F1 Team
20,Vettel,2021,Austrian Grand Prix,11,17,0.0,Aston Martin
854,Schumacher,2021,Austrian Grand Prix,19,18,0.0,Haas F1 Team
854,Schumacher,2021,British Grand Prix,18,18,0.0,Haas F1 Team
20,Vettel,2021,British Grand Prix,8,19,0.0,Aston Martin
854,Schumacher,2021,Hungarian Grand Prix,20,12,0.0,Haas F1 Team
20,Vettel,2021,Hungarian Grand Prix,10,20,0.0,Aston Martin
20,Vettel,2021,Belgian Grand Prix,5,5,5.0,Aston Martin
854,Schumacher,2021,Belgian Grand Prix,17,16,0.0,Haas F1 Team
20,Vettel,2021,Dutch Grand Prix,15,13,0.0,Aston Martin
854,Schumacher,2021,Dutch Grand Prix,17,18,0.0,Haas F1 Team
20,Vettel,2021,Italian Grand Prix,11,12,0.0,Aston Martin
854,Schumacher,2021,Italian Grand Prix,18,15,0.0,Haas F1 Team
20,Vettel,2021,Russian Grand Prix,10,12,0.0,Aston Martin
854,Schumacher,2021,Russian Grand Prix,14,20,0.0,Haas F1 Team
20,Vettel,2021,Turkish Grand Prix,10,18,0.0,Aston Martin
854,Schumacher,2021,Turkish Grand Prix,14,19,0.0,Haas F1 Team
20,Vettel,2021,United States Grand Prix,18,10,1.0,Aston Martin
854,Schumacher,2021,United States Grand Prix,16,16,0.0,Haas F1 Team
20,Vettel,2021,Mexico City Grand Prix,9,7,6.0,Aston Martin
854,Schumacher,2021,Mexico City Grand Prix,14,19,0.0,Haas F1 Team
20,Vettel,2021,São Paulo Grand Prix,9,11,0.0,Aston Martin
854,Schumacher,2021,São Paulo Grand Prix,18,18,0.0,Haas F1 Team
20,Vettel,2021,Qatar Grand Prix,10,10,1.0,Aston Martin
854,Schumacher,2021,Qatar Grand Prix,19,16,0.0,Haas F1 Team
20,Vettel,2021,Saudi Arabian Grand Prix,17,16,0.0,Aston Martin
854,Schumacher,2021,Saudi Arabian Grand Prix,19,20,0.0,Haas F1 Team
20,Vettel,2021,Abu Dhabi Grand Prix,15,11,0.0,Aston Martin
854,Schumacher,2021,Abu Dhabi Grand Prix,19,14,0.0,Haas F1 Team
854,Schumacher,2022,Bahrain Grand Prix,12,11,0.0,Haas F1 Team
807,Hülkenberg,2022,Bahrain Grand Prix,17,17,0.0,Aston Martin
807,Hülkenberg,2022,Saudi Arabian Grand Prix,17,12,0.0,Aston Martin
854,Schumacher,2022,Saudi Arabian Grand Prix,0,20,0.0,Haas F1 Team
854,Schumacher,2022,Australian Grand Prix,15,13,0.0,Haas F1 Team
20,Vettel,2022,Australian Grand Prix,17,19,0.0,Aston Martin
20,Vettel,2022,Emilia Romagna Grand Prix,13,8,4.0,Aston Martin
854,Schumacher,2022,Emilia Romagna Grand Prix,10,17,0.0,Haas F1 Team
854,Schumacher,2022,Miami Grand Prix,15,15,0.0,Haas F1 Team
20,Vettel,2022,Miami Grand Prix,0,17,0.0,Aston Martin
20,Vettel,2022,Spanish Grand Prix,16,11,0.0,Aston Martin
854,Schumacher,2022,Spanish Grand Prix,10,14,0.0,Haas F1 Team
20,Vettel,2022,Monaco Grand Prix,9,10,1.0,Aston Martin
854,Schumacher,2022,Monaco Grand Prix,15,19,0.0,Haas F1 Team
20,Vettel,2022,Azerbaijan Grand Prix,9,6,8.0,Aston Martin
854,Schumacher,2022,Azerbaijan Grand Prix,20,14,0.0,Haas F1 Team
20,Vettel,2022,Canadian Grand Prix,16,12,0.0,Aston Martin
854,Schumacher,2022,Canadian Grand Prix,6,19,0.0,Haas F1 Team
854,Schumacher,2022,British Grand Prix,19,8,4.0,Haas F1 Team
20,Vettel,2022,British Grand Prix,18,9,2.0,Aston Martin
854,Schumacher,2022,Austrian Grand Prix,9,6,8.0,Haas F1 Team
20,Vettel,2022,Austrian Grand Prix,18,17,0.0,Aston Martin
20,Vettel,2022,French Grand Prix,12,11,0.0,Aston Martin
854,Schumacher,2022,French Grand Prix,17,15,0.0,Haas F1 Team
20,Vettel,2022,Hungarian Grand Prix,18,10,1.0,Aston Martin
854,Schumacher,2022,Hungarian Grand Prix,15,14,0.0,Haas F1 Team
20,Vettel,2022,Belgian Grand Prix,10,8,4.0,Aston Martin
854,Schumacher,2022,Belgian Grand Prix,19,17,0.0,Haas F1 Team
854,Schumacher,2022,Dutch Grand Prix,8,13,0.0,Haas F1 Team
20,Vettel,2022,Dutch Grand Prix,19,14,0.0,Aston Martin
854,Schumacher,2022,Italian Grand Prix,17,12,0.0,Haas F1 Team
20,Vettel,2022,Italian Grand Prix,11,20,0.0,Aston Martin
20,Vettel,2022,Singapore Grand Prix,13,8,4.0,Aston Martin
854,Schumacher,2022,Singapore Grand Prix,12,13,0.0,Haas F1 Team
20,Vettel,2022,Japanese Grand Prix,9,6,8.0,Aston Martin
854,Schumacher,2022,Japanese Grand Prix,15,17,0.0,Haas F1 Team
20,Vettel,2022,United States Grand Prix,10,8,4.0,Aston Martin
854,Schumacher,2022,United States Grand Prix,16,15,0.0,Haas F1 Team
20,Vettel,2022,Mexico City Grand Prix,16,14,0.0,Aston Martin
854,Schumacher,2022,Mexico City Grand Prix,15,16,0.0,Haas F1 Team
20,Vettel,2022,São Paulo Grand Prix,9,11,0.0,Aston Martin
854,Schumacher,2022,São Paulo Grand Prix,12,13,0.0,Haas F1 Team
20,Vettel,2022,Abu Dhabi Grand Prix,9,10,1.0,Aston Martin
854,Schumacher,2022,Abu Dhabi Grand Prix,12,16,0.0,Haas F1 Team
807,Hülkenberg,2023,Bahrain Grand Prix,10,15,0.0,Haas F1 Team
807,Hülkenberg,2023,Saudi Arabian Grand Prix,10,12,0.0,Haas F1 Team
807,Hülkenberg,2023,Australian Grand Prix,10,7,6.0,Haas F1 Team
807,Hülkenberg,2023,Azerbaijan Grand Prix,0,17,0.0,Haas F1 Team
807,Hülkenberg,2023,Miami Grand Prix,12,15,0.0,Haas F1 Team
807,Hülkenberg,2023,Monaco Grand Prix,18,17,0.0,Haas F1 Team
807,Hülkenberg,2023,Spanish Grand Prix,7,15,0.0,Haas F1 Team
807,Hülkenberg,2023,Canadian Grand Prix,5,15,0.0,Haas F1 Team
807,Hülkenberg,2023,Austrian Grand Prix,8,20,0.0,Haas F1 Team
807,Hülkenberg,2023,British Grand Prix,11,13,0.0,Haas F1 Team
807,Hülkenberg,2023,Hungarian Grand Prix,10,14,0.0,Haas F1 Team
807,Hülkenberg,2023,Belgian Grand Prix,0,18,0.0,Haas F1 Team
807,Hülkenberg,2023,Dutch Grand Prix,14,12,0.0,Haas F1 Team
807,Hülkenberg,2023,Italian Grand Prix,13,17,0.0,Haas F1 Team
807,Hülkenberg,2023,Singapore Grand Prix,9,13,0.0,Haas F1 Team
807,Hülkenberg,2023,Japanese Grand Prix,18,14,0.0,Haas F1 Team
807,Hülkenberg,2023,Qatar Grand Prix,14,16,0.0,Haas F1 Team
807,Hülkenberg,2023,United States Grand Prix,0,11,0.0,Haas F1 Team
807,Hülkenberg,2023,Mexico City Grand Prix,12,13,0.0,Haas F1 Team
807,Hülkenberg,2023,São Paulo Grand Prix,11,12,0.0,Haas F1 Team
807,Hülkenberg,2023,Las Vegas Grand Prix,13,19,0.0,Haas F1 Team
807,Hülkenberg,2023,Abu Dhabi Grand Prix,8,15,0.0,Haas F1 Team
807,Hülkenberg,2024,Bahrain Grand Prix,10,16,0.0,Haas F1 Team
807,Hülkenberg,2024,Saudi Arabian Grand Prix,15,10,1.0,Haas F1 Team
807,Hülkenberg,2024,Australian Grand Prix,16,9,2.0,Haas F1 Team
807,Hülkenberg,2024,Japanese Grand Prix,12,11,0.0,Haas F1 Team
807,Hülkenberg,2024,Chinese Grand Prix,9,10,1.0,Haas F1 Team
807,Hülkenberg,2024,Miami Grand Prix,9,11,0.0,Haas F1 Team
807,Hülkenberg,2024,Emilia Romagna Grand Prix,10,11,0.0,Haas F1 Team
807,Hülkenberg,2024,Monaco Grand Prix,19,19,0.0,Haas F1 Team
807,Hülkenberg,2024,Canadian Grand Prix,17,11,0.0,Haas F1 Team
807,Hülkenberg,2024,Spanish Grand Prix,13,11,0.0,Haas F1 Team
807,Hülkenberg,2024,Austrian Grand Prix,9,6,8.0,Haas F1 Team
807,Hülkenberg,2024,British Grand Prix,6,6,8.0,Haas F1 Team
807,Hülkenberg,2024,Hungarian Grand Prix,11,13,0.0,Haas F1 Team
807,Hülkenberg,2024,Belgian Grand Prix,16,18,0.0,Haas F1 Team
807,Hülkenberg,2024,Dutch Grand Prix,12,11,0.0,Haas F1 Team
807,Hülkenberg,2024,Italian Grand Prix,10,17,0.0,Haas F1 Team
807,Hülkenberg,2024,Azerbaijan Grand Prix,12,11,0.0,Haas F1 Team
807,Hülkenberg,2024,Singapore Grand Prix,6,9,2.0,Haas F1 Team
807,Hülkenberg,2024,United States Grand Prix,11,8,4.0,Haas F1 Team
807,Hülkenberg,2024,Mexico City Grand Prix,10,9,2.0,Haas F1 Team
807,Hülkenberg,2024,São Paulo Grand Prix,17,20,0.0,Haas F1 Team
807,Hülkenberg,2024,Las Vegas Grand Prix,9,8,4.0,Haas F1 Team
807,Hülkenberg,2024,Qatar Grand Prix,18,16,0.0,Haas F1 Team
807,Hülkenberg,2024,Abu Dhabi Grand Prix,7,8,4.0,Haas F1 Team
